Name,Danger,Magician level,Remarks,Scores,Absenses,Lupin coef,Quidditch,Disease,Beans,Teacher,StickLevel,Volan-De-Mort
Sedric,37,3,7,2,21,0.0,23,0.67,4,Trelawney,1,7
Fred,27,4,18,2,27,1.61,2,0.31,4,Hagrid,2,2
Crabbe,25,9,0,2,27,0.9,0,0.27,4,Dumbledore,3,2
Harry,45,3,2,0,13,0.0,12,0.63,0,Lupin,3,6
Crabbe,17,12,11,2,38,1.16,0,0.27,4,Sprout,4,10
Sedric,41,4,12,2,26,2.2,18,0.62,4,Mcgonagall,4,3
Ginny,10,1,1,3,13,0.36,1,0.13,3,Lupin,1,2
Goyle,35,3,0,2,17,0.77,0,0.37,4,Dumbledore,1,2
Ron,2,3,22,1,46,0.53,42,0.46,2,Sprout,3,2
Crabbe,19,8,25,2,52,1.83,0,0.27,4,Mcgonagall,4,8
Crabbe,18,1,14,2,41,0.44,0,0.27,4,Lupin,1,9
Crabbe,24,8,18,2,45,1.75,0,0.27,4,Snape,4,3
Goyle,35,1,22,2,39,1.25,0,0.37,4,Snape,1,2
Draco,14,6,1,2,13,0.54,9,0.31,4,Lupin,3,8
Crabbe,20,2,14,2,41,0.75,0,0.27,4,Lupin,1,7
Goyle,33,4,4,2,21,1.03,0,0.37,4,Trelawney,2,4
Goyle,32,3,0,2,17,0.44,0,0.37,4,Dumbledore,1,5
Crabbe,24,12,25,2,52,1.36,0,0.27,4,Mcgonagall,4,3
Ron,0,6,0,1,24,0.0,20,0.24,2,Dumbledore,2,4
Ginny,10,9,15,3,27,1.34,15,0.27,3,Hagrid,3,2
Ron,48,2,22,1,46,1.25,42,0.96,2,Sprout,2,6
Crabbe,22,2,0,2,27,0.0,0,0.27,4,Hagrid,1,5
Sedric,35,2,0,2,14,0.0,30,0.74,4,Dumbledore,1,9
Fred,24,6,12,2,21,0.79,8,0.37,4,Trelawney,3,5
Crabbe,24,2,0,2,27,0.86,0,0.27,4,Hagrid,2,3
Fred,22,4,23,2,32,1.61,3,0.32,4,Sprout,2,7
George,45,8,11,2,39,2.78,9,0.57,4,Snape,4,3
Goyle,34,4,29,2,46,1.75,0,0.37,4,Sprout,2,3
Ron,1,6,22,1,46,0.16,42,0.46,2,Mcgonagall,2,3
Hermiona,33,2,26,2,0,0.82,0,0.38,4,Mcgonagall,2,5
Harry,48,8,10,0,21,0.0,20,0.71,0,Trelawney,4,3
Draco,21,12,3,2,15,0.67,7,0.29,4,Snape,4,1
Draco,12,2,0,2,12,0.26,10,0.32,4,Dumbledore,1,10
Goyle,30,3,0,2,17,0.0,0,0.37,4,Dumbledore,1,7
George,44,6,4,2,32,1.33,16,0.64,4,Mcgonagall,2,4
Fred,25,8,18,2,27,1.79,2,0.31,4,Hagrid,4,4
George,44,3,29,2,57,2.62,9,0.57,4,Hagrid,3,4
George,47,9,15,2,43,2.22,5,0.53,4,Lupin,3,1
Goyle,27,6,15,2,32,1.51,0,0.37,4,Mcgonagall,2,10
George,38,4,11,2,39,1.36,9,0.57,4,Snape,4,10
Goyle,28,3,22,2,39,1.1,0,0.37,4,Snape,3,9
Harry,42,12,16,0,27,0.0,26,0.77,0,Hagrid,4,9
Hermiona,33,6,19,2,0,2.29,0,0.38,4,Snape,3,5
Goyle,29,6,0,2,17,0.8,0,0.37,4,Dumbledore,2,8
Goyle,33,12,4,2,21,1.03,0,0.37,4,Trelawney,4,4
Harry,46,1,25,0,36,0.0,35,0.86,0,Sprout,1,5
Sedric,43,3,29,2,43,3.16,1,0.45,4,Lupin,3,1
George,40,3,4,2,32,1.58,16,0.64,4,Mcgonagall,3,8
Fred,19,2,0,2,9,0.68,20,0.49,4,Dumbledore,2,10
Goyle,33,6,4,2,21,1.33,0,0.37,4,Trelawney,2,4
Ron,2,1,3,1,27,0.05,23,0.27,2,Hagrid,1,2
Sedric,39,3,5,2,19,1.93,25,0.69,4,Snape,3,5
George,44,6,23,2,51,1.86,3,0.51,4,Trelawney,2,4
Ron,1,6,15,1,39,0.35,35,0.39,2,Snape,3,3
Ron,48,6,3,1,27,0.35,23,0.77,2,Hagrid,2,6
Ron,2,3,27,1,51,0.52,47,0.51,2,Trelawney,3,2
Hermiona,34,2,19,2,0,1.9,0,0.38,4,Snape,2,4
Ron,47,8,0,1,24,1.17,20,0.74,2,Dumbledore,4,7
Ron,45,6,22,1,46,0.93,42,0.96,2,Sprout,2,9
Draco,21,3,0,2,12,0.46,10,0.32,4,Dumbledore,1,1
Ron,44,4,22,1,46,1.18,42,0.96,2,Sprout,2,10
Fred,21,9,0,2,9,0.75,20,0.49,4,Snape,3,8
Goyle,36,12,4,2,21,1.11,0,0.37,4,Trelawney,4,1
Draco,21,3,15,2,27,1.29,5,0.27,4,Hagrid,3,1
Crabbe,23,3,18,2,45,1.47,0,0.27,4,Snape,3,4
Ron,0,2,22,1,46,0.24,42,0.46,2,Mcgonagall,1,4
Harry,0,6,25,0,36,0.0,35,0.36,0,Sprout,2,1
Hermiona,35,6,15,2,0,2.2,0,0.38,4,Lupin,3,3
Goyle,34,1,26,2,43,1.32,0,0.37,4,Lupin,1,3
George,44,6,11,2,39,1.21,9,0.57,4,Snape,3,4
Hermiona,37,1,0,2,0,0.0,0,0.38,4,Dumbledore,1,1
Goyle,27,3,26,2,43,0.73,0,0.37,4,Lupin,1,10
George,39,4,18,2,46,2.83,2,0.5,4,Sprout,4,9
Draco,20,3,10,2,22,0.66,0,0.22,4,Mcgonagall,1,2
Goyle,29,12,10,2,27,1.94,0,0.37,4,Hagrid,4,8
Goyle,33,8,0,2,17,1.37,0,0.37,4,Dumbledore,4,4
Hermiona,29,1,26,2,0,0.76,0,0.38,4,Mcgonagall,1,9
Goyle,33,9,26,2,43,2.59,0,0.37,4,Lupin,3,4
Ron,3,3,0,1,24,0.03,20,0.24,2,Dumbledore,3,1
Harry,0,9,10,0,21,0.0,20,0.21,0,Trelawney,3,1
Crabbe,22,1,14,2,41,0.5,0,0.27,4,Lupin,1,5
Ginny,10,6,15,3,27,1.34,15,0.27,3,Hagrid,2,2
Fred,25,1,12,2,21,0.51,8,0.37,4,Trelawney,1,4
Sedric,36,4,29,2,43,2.33,1,0.45,4,Lupin,2,8
Fred,21,3,4,2,13,1.1,16,0.45,4,Lupin,3,8
Ron,49,4,15,1,39,1.33,35,0.89,2,Snape,4,5
Sedric,39,8,29,2,43,3.38,1,0.45,4,Lupin,4,5
Ginny,7,3,9,3,21,0.86,9,0.21,3,Trelawney,3,5
Harry,47,6,10,0,21,0.0,20,0.71,0,Trelawney,2,4
Hermiona,30,4,29,2,0,2.45,0,0.38,4,Hagrid,4,8
Hermiona,28,12,26,2,0,2.68,0,0.38,4,Mcgonagall,4,10
Draco,13,3,0,2,12,0.0,10,0.32,4,Dumbledore,1,9
Sedric,34,6,7,2,21,1.14,23,0.67,4,Trelawney,2,10
Fred,19,2,7,2,16,0.36,13,0.42,4,Mcgonagall,2,10
Draco,19,4,10,2,22,1.21,0,0.22,4,Mcgonagall,4,3
Harry,42,6,6,0,17,0.0,16,0.67,0,Snape,2,9
Sedric,41,3,0,2,14,1.47,30,0.74,4,Dumbledore,3,3
Sedric,35,4,29,2,43,1.77,1,0.45,4,Lupin,2,9
Crabbe,19,4,6,2,33,0.35,0,0.27,4,Trelawney,2,8
Ginny,11,8,20,3,32,2.31,20,0.32,3,Mcgonagall,4,1
Goyle,33,12,22,2,39,2.29,0,0.37,4,Snape,4,4
Ginny,4,2,15,3,27,0.63,15,0.27,3,Hagrid,1,8
Harry,0,3,10,0,21,0.0,20,0.21,0,Trelawney,3,1
Crabbe,22,3,0,2,27,0.48,0,0.27,4,Hagrid,3,5
Fred,27,9,0,2,9,0.97,20,0.49,4,Snape,3,2
George,40,2,11,2,39,0.71,9,0.57,4,Snape,2,8
Fred,21,6,4,2,13,0.9,16,0.45,4,Lupin,3,8
Crabbe,19,8,11,2,38,1.49,0,0.27,4,Sprout,4,8
Ron,0,4,22,1,46,0.3,42,0.46,2,Mcgonagall,4,4
Draco,20,9,3,2,15,0.82,7,0.29,4,Snape,3,2
Sedric,42,12,5,2,19,2.34,25,0.69,4,Snape,4,2
Fred,20,3,4,2,13,0.53,16,0.45,4,Lupin,3,9
Harry,48,4,10,0,21,0.0,20,0.71,0,Trelawney,4,3
Crabbe,24,3,11,2,38,0.0,0,0.27,4,Sprout,1,3
George,43,2,29,2,57,2.0,9,0.57,4,Hagrid,2,5
Sedric,39,9,29,2,43,2.44,1,0.45,4,Lupin,3,5
Goyle,32,3,22,2,39,1.19,0,0.37,4,Snape,3,5
Harry,41,4,6,0,17,0.0,16,0.67,0,Snape,2,10
Harry,44,1,10,0,21,0.0,20,0.71,0,Trelawney,1,7
Goyle,34,6,22,2,39,1.55,0,0.37,4,Snape,2,3
Fred,20,4,0,2,9,0.55,20,0.49,4,Snape,4,9
Draco,18,1,9,2,21,0.37,1,0.23,4,Trelawney,1,4
Hermiona,35,6,18,2,0,1.9,0,0.38,4,Sprout,2,3
Crabbe,23,8,0,2,27,0.96,0,0.27,4,Hagrid,4,4
Goyle,34,8,10,2,27,1.22,0,0.37,4,Hagrid,4,3
Crabbe,23,6,0,2,27,1.01,0,0.27,4,Hagrid,3,4
George,41,9,11,2,39,1.86,9,0.57,4,Snape,3,7
Draco,13,3,0,2,12,0.0,10,0.32,4,Dumbledore,1,9
George,43,1,11,2,39,0.0,9,0.57,4,Snape,1,5
Hermiona,33,9,0,2,0,0.73,0,0.38,4,Dumbledore,3,5
Ron,49,3,22,1,46,0.0,42,0.96,2,Sprout,1,5
Ron,46,4,3,1,27,0.88,23,0.77,2,Hagrid,2,8
George,41,2,11,2,39,0.72,9,0.57,4,Snape,2,7
Crabbe,24,6,25,2,52,1.76,0,0.27,4,Mcgonagall,2,3
Harry,0,6,10,0,21,0.0,20,0.21,0,Trelawney,2,1
Sedric,42,8,0,2,14,1.75,30,0.74,4,Dumbledore,4,2
Ron,3,4,27,1,51,0.42,47,0.51,2,Trelawney,2,1
Crabbe,20,6,0,2,27,0.72,0,0.27,4,Hagrid,3,7
Ron,46,8,3,1,27,1.22,23,0.77,2,Hagrid,4,8
Ginny,9,4,4,3,16,0.27,4,0.16,3,Sprout,2,3
Draco,20,9,0,2,12,0.44,10,0.32,4,Dumbledore,3,2
Hermiona,35,4,15,2,0,1.79,0,0.38,4,Lupin,2,3
Fred,19,4,23,2,32,1.75,3,0.32,4,Sprout,4,10
George,47,12,18,2,46,3.23,2,0.5,4,Sprout,4,1
Fred,26,9,18,2,27,1.93,2,0.31,4,Hagrid,3,3
Fred,24,1,0,2,9,0.33,20,0.49,4,Dumbledore,1,5
Sedric,34,12,12,2,26,2.29,18,0.62,4,Mcgonagall,4,10
Hermiona,32,9,19,2,0,1.12,0,0.38,4,Snape,3,6
Draco,14,8,1,2,13,0.75,9,0.31,4,Lupin,4,8
Crabbe,26,6,0,2,27,0.36,0,0.27,4,Dumbledore,2,1
Hermiona,36,6,19,2,0,1.21,0,0.38,4,Snape,3,2
Goyle,31,4,15,2,32,2.29,0,0.37,4,Mcgonagall,4,6
Ron,45,12,15,1,39,0.83,35,0.89,2,Snape,4,9
Ginny,3,2,4,3,16,0.29,4,0.16,3,Sprout,2,9
Hermiona,34,2,15,2,0,0.68,0,0.38,4,Lupin,1,4
Crabbe,21,3,11,2,38,0.7,0,0.27,4,Sprout,3,6
Draco,16,2,0,2,12,0.22,10,0.32,4,Dumbledore,2,6
Draco,16,6,26,2,38,1.51,16,0.38,4,Sprout,3,6
Crabbe,23,3,11,2,38,1.22,0,0.27,4,Sprout,3,4
George,45,1,23,2,51,0.94,3,0.51,4,Trelawney,1,3
Crabbe,25,3,0,2,27,0.55,0,0.27,4,Hagrid,1,2
Fred,26,9,12,2,21,1.36,8,0.37,4,Trelawney,3,3
Sedric,43,3,12,2,26,0.76,18,0.62,4,Mcgonagall,1,1
Harry,46,4,10,0,21,0.0,20,0.71,0,Trelawney,2,5
Goyle,27,1,15,2,32,0.92,0,0.37,4,Mcgonagall,1,10
Hermiona,32,6,29,2,0,0.85,0,0.38,4,Hagrid,2,6
Goyle,33,4,0,2,17,1.37,0,0.37,4,Dumbledore,4,4
Crabbe,25,4,14,2,41,1.62,0,0.27,4,Lupin,4,2
Sedric,36,6,12,2,26,1.33,18,0.62,4,Mcgonagall,2,8
Goyle,28,6,4,2,21,1.41,0,0.37,4,Trelawney,3,9
Hermiona,37,1,29,2,0,1.45,0,0.38,4,Hagrid,1,1
Goyle,29,3,4,2,21,1.18,0,0.37,4,Trelawney,3,8
Harry,47,12,16,0,27,0.0,26,0.77,0,Hagrid,4,4
Crabbe,24,1,18,2,45,0.0,0,0.27,4,Snape,1,3
Crabbe,20,8,14,2,41,0.94,0,0.27,4,Lupin,4,7
Ginny,7,2,1,3,13,0.26,1,0.13,3,Lupin,1,5
Draco,20,1,15,2,27,0.49,5,0.27,4,Hagrid,1,2
Ron,2,9,0,1,24,0.04,20,0.24,2,Dumbledore,3,2
Goyle,27,1,22,2,39,0.0,0,0.37,4,Snape,1,10
Ron,48,1,15,1,39,0.44,35,0.89,2,Snape,1,6
Draco,15,3,15,2,27,0.0,5,0.27,4,Hagrid,1,7
Ginny,4,9,15,3,27,1.02,15,0.27,3,Hagrid,3,8
Goyle,32,12,29,2,46,2.54,0,0.37,4,Sprout,4,5
Fred,27,1,4,2,13,0.43,16,0.45,4,Lupin,1,2
George,44,3,11,2,39,1.97,9,0.57,4,Snape,3,4
Fred,26,8,0,2,9,0.72,20,0.49,4,Snape,4,3
Crabbe,24,2,6,2,33,0.42,0,0.27,4,Trelawney,2,3
Ginny,9,1,4,3,16,0.27,4,0.16,3,Sprout,1,3
Harry,48,1,2,0,13,0.0,12,0.63,0,Lupin,1,3
Harry,48,8,0,0,11,0.0,10,0.61,0,Dumbledore,4,3
Crabbe,25,4,14,2,41,1.94,0,0.27,4,Lupin,4,2
Fred,19,6,23,2,32,1.16,3,0.32,4,Sprout,2,10
Hermiona,29,6,15,2,0,1.58,0,0.38,4,Lupin,3,9
Draco,19,12,3,2,15,1.09,7,0.29,4,Snape,4,3
Hermiona,31,4,0,2,0,0.86,0,0.38,4,Dumbledore,2,7
Crabbe,25,2,18,2,45,0.0,0,0.27,4,Snape,1,2
Fred,28,3,12,2,21,0.88,8,0.37,4,Trelawney,1,1
Harry,43,4,10,0,21,0.0,20,0.71,0,Trelawney,4,8
Ron,46,12,15,1,39,1.27,35,0.89,2,Snape,4,8
Crabbe,24,6,11,2,38,1.54,0,0.27,4,Sprout,3,3
George,41,4,11,2,39,1.44,9,0.57,4,Snape,2,7
Sedric,36,2,13,2,27,0.68,17,0.61,4,Hagrid,1,8
George,39,4,11,2,39,0.69,9,0.57,4,Snape,2,9
Fred,27,8,12,2,21,1.62,8,0.37,4,Trelawney,4,2
Crabbe,23,2,11,2,38,1.22,0,0.27,4,Sprout,2,4
Ron,46,2,0,1,24,0.64,20,0.74,2,Dumbledore,2,8
Ron,47,4,22,1,46,1.43,42,0.96,2,Mcgonagall,4,7
Sedric,36,1,0,2,14,0.5,30,0.74,4,Dumbledore,1,8
Hermiona,31,1,19,2,0,0.0,0,0.38,4,Snape,1,7
Sedric,35,4,5,2,19,1.11,25,0.69,4,Snape,2,9
Hermiona,35,2,23,2,0,0.8,0,0.38,4,Trelawney,1,3
Ginny,9,4,1,3,13,0.62,1,0.13,3,Lupin,4,3
Draco,14,4,9,2,21,1.14,1,0.23,4,Trelawney,4,8
Sedric,37,6,28,2,42,1.8,2,0.46,4,Sprout,2,7
Ron,45,6,0,1,24,0.81,20,0.74,2,Dumbledore,2,9
Crabbe,17,6,0,2,27,0.61,0,0.27,4,Dumbledore,3,10
Crabbe,26,4,25,2,52,1.83,0,0.27,4,Mcgonagall,2,1
Fred,25,2,18,2,27,1.19,2,0.31,4,Hagrid,2,4
Goyle,32,6,4,2,21,1.29,0,0.37,4,Trelawney,3,5
Ginny,9,1,4,3,16,0.27,4,0.16,3,Sprout,1,3
Hermiona,28,1,26,2,0,1.19,0,0.38,4,Mcgonagall,1,10
Sedric,39,3,0,2,14,0.0,30,0.74,4,Dumbledore,1,5
Ginny,3,6,1,3,13,0.17,1,0.13,3,Lupin,2,9
Ginny,11,2,4,3,16,0.81,4,0.16,3,Sprout,2,1
Harry,48,12,0,0,11,0.0,10,0.61,0,Dumbledore,4,3
Goyle,27,4,29,2,46,2.33,0,0.37,4,Sprout,4,10
George,44,9,23,2,51,2.94,3,0.51,4,Trelawney,3,4
Sedric,39,2,28,2,42,1.47,2,0.46,4,Sprout,1,5
George,43,3,18,2,46,1.34,2,0.5,4,Sprout,3,5
Draco,20,8,3,2,15,0.64,7,0.29,4,Snape,4,2
Fred,24,2,7,2,16,0.86,13,0.42,4,Mcgonagall,2,5
Ginny,2,2,1,3,13,0.0,1,0.13,3,Lupin,1,10
Fred,19,2,0,2,9,0.68,20,0.49,4,Dumbledore,2,10
Fred,27,3,18,2,27,0.99,2,0.31,4,Hagrid,3,2
George,41,12,18,2,46,2.93,2,0.5,4,Sprout,4,7
Sedric,42,8,12,2,26,1.5,18,0.62,4,Mcgonagall,4,2
Goyle,33,4,26,2,43,0.82,0,0.37,4,Lupin,2,4
Goyle,34,2,26,2,43,0.0,0,0.37,4,Lupin,1,3
Crabbe,22,12,0,2,27,0.61,0,0.27,4,Hagrid,4,5
Sedric,36,4,29,2,43,3.23,1,0.45,4,Lupin,4,8
Ginny,3,6,0,3,12,0.16,0,0.12,3,Dumbledore,3,9
Draco,13,1,1,2,13,0.19,9,0.31,4,Lupin,1,9
Fred,22,1,4,2,13,0.57,16,0.45,4,Lupin,1,7
Goyle,31,4,29,2,46,1.66,0,0.37,4,Sprout,2,6
Fred,24,4,12,2,21,1.79,8,0.37,4,Trelawney,4,5
Hermiona,33,6,23,2,0,2.01,0,0.38,4,Trelawney,2,5
Goyle,34,3,29,2,46,1.38,0,0.37,4,Sprout,3,3
Draco,19,6,0,2,12,0.83,10,0.32,4,Dumbledore,3,3
Draco,20,4,26,2,38,0.64,16,0.38,4,Sprout,2,2
Sedric,36,2,7,2,21,0.94,23,0.67,4,Trelawney,1,8
Crabbe,26,2,0,2,27,0.57,0,0.27,4,Hagrid,1,1
Harry,48,3,10,0,21,0.0,20,0.71,0,Trelawney,3,3
Ginny,8,3,27,3,39,1.15,27,0.39,3,Snape,3,4
Fred,24,12,0,2,9,1.19,20,0.49,4,Dumbledore,4,5
Sedric,34,2,28,2,42,2.22,2,0.46,4,Sprout,2,10
Draco,21,8,3,2,15,1.0,7,0.29,4,Snape,4,1
Harry,44,9,25,0,36,0.0,35,0.86,0,Sprout,3,7
Draco,12,8,1,2,13,0.36,9,0.31,4,Lupin,4,10
Goyle,28,4,29,2,46,2.04,0,0.37,4,Sprout,2,9
Ron,47,6,19,1,43,0.46,39,0.93,2,Lupin,2,7
Draco,20,4,1,2,13,1.04,9,0.31,4,Lupin,4,2
George,45,3,0,2,28,0.62,20,0.68,4,Dumbledore,1,3
Sedric,40,9,29,2,43,2.47,1,0.45,4,Lupin,3,4
Fred,25,4,0,2,9,1.04,20,0.49,4,Dumbledore,4,4
Hermiona,32,6,0,2,0,1.15,0,0.38,4,Dumbledore,3,6
Hermiona,29,4,26,2,0,1.52,0,0.38,4,Mcgonagall,4,9
Hermiona,31,6,0,2,0,0.43,0,0.38,4,Dumbledore,2,7
Sedric,36,8,12,2,26,1.33,18,0.62,4,Mcgonagall,4,8
Ginny,7,2,20,3,32,0.0,20,0.32,3,Mcgonagall,1,5
Draco,18,2,10,2,22,1.0,0,0.22,4,Mcgonagall,2,4
Draco,16,4,15,2,27,0.86,5,0.27,4,Hagrid,2,6
Ginny,2,12,1,3,13,0.22,1,0.13,3,Lupin,4,10
Hermiona,32,3,19,2,0,1.12,0,0.38,4,Snape,3,6
Harry,46,2,16,0,27,0.0,26,0.77,0,Hagrid,1,5
Ginny,2,3,27,3,39,0.6,27,0.39,3,Snape,1,10
Crabbe,26,8,0,2,27,0.72,0,0.27,4,Dumbledore,4,1
Fred,24,9,0,2,9,0.53,20,0.49,4,Dumbledore,3,5
George,46,3,4,2,32,1.1,16,0.64,4,Mcgonagall,3,2
Ginny,4,4,4,3,16,0.33,4,0.16,3,Sprout,2,8
Hermiona,28,2,26,2,0,1.94,0,0.38,4,Mcgonagall,2,10
Fred,26,4,12,2,21,1.36,8,0.37,4,Trelawney,2,3
Sedric,37,6,12,2,26,1.36,18,0.62,4,Mcgonagall,2,7
Crabbe,25,9,6,2,33,0.68,0,0.27,4,Trelawney,3,2
Harry,0,4,10,0,21,0.0,20,0.21,0,Trelawney,2,1
Sedric,36,12,12,2,26,1.33,18,0.62,4,Mcgonagall,4,8
Goyle,31,8,22,2,39,2.2,0,0.37,4,Snape,4,6
Hermiona,30,6,15,2,0,1.25,0,0.38,4,Lupin,2,8
Ginny,4,12,15,3,27,1.19,15,0.27,3,Hagrid,4,8
Draco,19,3,3,2,15,0.3,7,0.29,4,Snape,1,3
Fred,22,4,0,2,9,1.09,20,0.49,4,Dumbledore,4,7
Ron,0,6,19,1,43,0.34,39,0.43,2,Lupin,3,4
Sedric,36,4,28,2,42,3.18,2,0.46,4,Sprout,4,8
Sedric,39,2,7,2,21,1.01,23,0.67,4,Trelawney,1,5
George,46,4,18,2,46,3.18,2,0.5,4,Sprout,4,2
Ron,46,9,3,1,27,1.08,23,0.77,2,Hagrid,3,8
Harry,0,6,2,0,13,0.0,12,0.13,0,Lupin,3,1
Sedric,37,4,7,2,21,1.22,23,0.67,4,Trelawney,2,7
Ginny,4,2,4,3,16,0.17,4,0.16,3,Sprout,2,8
Goyle,31,4,26,2,43,2.04,0,0.37,4,Lupin,2,6
George,39,6,29,2,57,2.99,9,0.57,4,Hagrid,3,9
Ron,45,3,0,1,24,0.49,20,0.74,2,Dumbledore,1,9
Ginny,6,4,9,3,21,0.94,9,0.21,3,Trelawney,4,6
Harry,0,9,0,0,11,0.0,10,0.11,0,Dumbledore,3,1
Ron,45,12,22,1,46,0.93,42,0.96,2,Sprout,4,9
Draco,17,8,1,2,13,0.89,9,0.31,4,Lupin,4,5
George,38,2,15,2,43,0.0,5,0.53,4,Lupin,1,10
George,43,6,11,2,39,1.94,9,0.57,4,Snape,2,5
George,43,9,4,2,32,2.07,16,0.64,4,Mcgonagall,3,5
Sedric,39,6,0,2,14,1.4,30,0.74,4,Dumbledore,3,5
Draco,20,6,0,2,12,0.55,10,0.32,4,Dumbledore,2,2
Fred,28,8,4,2,13,0.89,16,0.45,4,Lupin,4,1
Ron,48,8,22,1,46,0.97,42,0.96,2,Sprout,4,6
Sedric,42,9,28,2,42,1.54,2,0.46,4,Sprout,3,2
Draco,20,2,3,2,15,0.0,7,0.29,4,Snape,1,2
Crabbe,26,4,18,2,45,1.22,0,0.27,4,Snape,4,1
Fred,24,4,7,2,16,0.86,13,0.42,4,Mcgonagall,2,5
Ron,1,4,0,1,24,0.01,20,0.24,2,Dumbledore,2,3
Draco,16,6,15,2,27,0.68,5,0.27,4,Hagrid,3,6
George,43,9,23,2,51,1.45,3,0.51,4,Trelawney,3,5
Harry,45,4,25,0,36,0.0,35,0.86,0,Sprout,2,6
Ron,0,6,19,1,43,0.34,39,0.43,2,Lupin,3,4
Goyle,33,9,0,2,17,1.45,0,0.37,4,Dumbledore,3,4
Ginny,8,3,20,3,32,0.92,20,0.32,3,Mcgonagall,3,4
George,44,2,15,2,43,0.82,5,0.53,4,Lupin,2,4
Harry,0,6,16,0,27,0.0,26,0.27,0,Hagrid,3,1
Harry,47,1,25,0,36,0.0,35,0.86,0,Sprout,1,4
Draco,12,3,1,2,13,0.0,9,0.31,4,Lupin,1,10
Harry,41,9,0,0,11,0.0,10,0.61,0,Dumbledore,3,10
Harry,48,1,10,0,21,0.0,20,0.71,0,Trelawney,1,3
Ginny,11,4,0,3,12,0.46,0,0.12,3,Dumbledore,2,1
Ron,2,4,0,1,24,0.03,20,0.24,2,Dumbledore,2,2
Sedric,41,3,12,2,26,2.33,18,0.62,4,Mcgonagall,3,3
Ginny,8,1,27,3,39,0.0,27,0.39,3,Snape,1,4
Hermiona,37,3,26,2,0,1.38,0,0.38,4,Mcgonagall,1,1
Ron,47,6,3,1,27,0.55,23,0.77,2,Hagrid,3,7
Ron,48,9,3,1,27,0.56,23,0.77,2,Hagrid,3,6
Draco,18,1,15,2,27,0.0,5,0.27,4,Hagrid,1,4
Draco,13,4,3,2,15,0.22,7,0.29,4,Snape,2,9
Draco,18,12,15,2,27,1.37,5,0.27,4,Hagrid,4,4
Fred,28,2,4,2,13,0.44,16,0.45,4,Lupin,1,1
Fred,24,12,12,2,21,1.5,8,0.37,4,Trelawney,4,5
Draco,14,6,10,2,22,0.67,0,0.22,4,Mcgonagall,2,8
Hermiona,33,3,23,2,0,1.23,0,0.38,4,Trelawney,1,5
Ron,46,4,15,1,39,1.52,35,0.89,2,Snape,4,8
Ginny,10,6,1,3,13,0.23,1,0.13,3,Lupin,2,2
Ginny,6,12,27,3,39,2.46,27,0.39,3,Snape,4,6
Crabbe,17,9,0,2,27,0.61,0,0.27,4,Hagrid,3,10
Sedric,38,4,12,2,26,1.39,18,0.62,4,Mcgonagall,2,6
Ron,3,3,22,1,46,0.27,42,0.46,2,Mcgonagall,3,1
Ginny,3,3,27,3,39,0.99,27,0.39,3,Snape,1,9
Harry,41,9,9,0,20,0.0,19,0.7,0,Mcgonagall,3,10
Ron,3,1,27,1,51,0.33,47,0.51,2,Trelawney,1,1
Ginny,8,6,9,3,21,1.12,9,0.21,3,Trelawney,3,4
Fred,25,9,4,2,13,0.64,16,0.45,4,Lupin,3,4
George,39,9,23,2,51,2.72,3,0.51,4,Trelawney,3,9
Ginny,7,3,15,3,27,1.18,15,0.27,3,Hagrid,3,5
Ginny,9,9,4,3,16,0.7,4,0.16,3,Sprout,3,3
George,40,2,11,2,39,0.0,9,0.57,4,Snape,1,8
Sedric,35,9,7,2,21,0.92,23,0.67,4,Trelawney,3,9
George,39,2,4,2,32,0.6,16,0.64,4,Mcgonagall,2,9
Crabbe,19,8,6,2,33,0.69,0,0.27,4,Trelawney,4,8
Sedric,37,8,12,2,26,1.36,18,0.62,4,Mcgonagall,4,7
George,38,6,18,2,46,0.78,2,0.5,4,Sprout,2,10
Ron,2,3,22,1,46,0.43,42,0.46,2,Sprout,3,2
Harry,44,9,10,0,21,0.0,20,0.71,0,Trelawney,3,7
Ron,0,6,15,1,39,0.27,35,0.39,2,Snape,2,4
Hermiona,29,1,23,2,0,0.0,0,0.38,4,Trelawney,1,9
Crabbe,23,1,6,2,33,0.64,0,0.27,4,Trelawney,1,4
Ron,2,3,15,1,39,0.12,35,0.39,2,Snape,1,2
Goyle,33,4,26,2,43,1.64,0,0.37,4,Lupin,4,4
Goyle,27,4,29,2,46,1.55,0,0.37,4,Sprout,4,10
Ron,45,9,22,1,46,1.2,42,0.96,2,Sprout,3,9
Draco,19,2,1,2,13,0.72,9,0.31,4,Lupin,2,3
Ginny,4,2,0,3,12,0.13,0,0.12,3,Dumbledore,1,8
Sedric,43,8,5,2,19,2.39,25,0.69,4,Snape,4,1
Goyle,34,3,15,2,32,2.15,0,0.37,4,Mcgonagall,3,3
Harry,42,6,6,0,17,0.0,16,0.67,0,Snape,3,9
Draco,20,6,26,2,38,1.28,16,0.38,4,Sprout,2,2
George,43,4,23,2,51,2.37,3,0.51,4,Trelawney,2,5
Draco,12,12,0,2,12,0.33,10,0.32,4,Dumbledore,4,10
Harry,45,1,9,0,20,0.0,19,0.7,0,Mcgonagall,1,6
George,44,3,4,2,32,1.72,16,0.64,4,Mcgonagall,3,4
Fred,25,1,7,2,16,0.0,13,0.42,4,Mcgonagall,1,4
Fred,25,4,0,2,9,1.24,20,0.49,4,Snape,4,4
